15;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;7;10;EXCEDENTE
15;Feminino;NÃO INFORMADA;PRIVADA;AC;6;10;EXCEDENTE
17;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;9;8;EXCEDENTE
14;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;4;8;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;4;8;EXCEDENTE
17;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;7;12;APROVADO
16;Feminino;CIDADE INTERIOR PI;PRIVADA;AC;6;8;EXCEDENTE
15;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;6;10;EXCEDENTE
15;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;7;9;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;5;11;EXCEDENTE
15;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;5;9;EXCEDENTE
18;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;8;6;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;10;13;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;7;5;EXCEDENTE
14;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;6;8;APROVADO
16;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;8;4;EXCEDENTE
28;Masculino;CIDADE INTERIOR PI;OUTRO;AC;7;5;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;5;6;EXCEDENTE
15;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;7;14;APROVADO
15;Feminino;NÃO INFORMADA;PÚBLICA MUNICIPAL;AC;5;8;EXCEDENTE
15;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;6;7;EXCEDENTE
14;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;7;15;APROVADO
15;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;5;5;EXCEDENTE
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;6;9;EXCEDENTE
15;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;6;8;EXCEDENTE
14;Feminino;CIDADE INTERIOR PI;PRIVADA;AC;8;9;EXCEDENTE
15;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC4;9;10;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;7;13;APROVADO
15;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;7;10;APROVADO
16;Feminino;CIDADE INTERIOR PI;PRIVADA;AC;6;9;EXCEDENTE
20;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;4;9;EXCEDENTE
14;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC5;9;7;APROVADO
14;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;9;15;APROVADO
15;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;6;6;EXCEDENTE
16;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;3;6;EXCEDENTE
16;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;9;15;APROVADO
15;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;7;9;EXCEDENTE
15;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;7;19;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;11;14;APROVADO
15;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;6;10;APROVADO
14;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;4;10;APROVADO
15;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;11;14;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;9;10;APROVADO
16;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;13;10;APROVADO
15;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;7;6;EXCEDENTE
14;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;8;9;EXCEDENTE
15;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;11;19;APROVADO
15;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;7;11;EXCEDENTE
15;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;4;10;EXCEDENTE
15;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;8;8;EXCEDENTE
15;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;10;13;APROVADO
15;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC4;7;12;APROVADO
15;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;9;12;APROVADO
16;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;9;7;EXCEDENTE
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;8;7;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;8;7;APROVADO
15;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;6;15;APROVADO
19;Masculino;CIDADE INTERIOR MA;PÚBLICA ESTADUAL;SC2;7;11;APROVADO
18;Feminino;CIDADE INTERIOR MA;PÚBLICA ESTADUAL;SC2;6;14;APROVADO
18;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;11;8;EXCEDENTE
23;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;0;0;ELIMINADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC4;7;14;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;2;7;EXCEDENTE
22;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;6;11;EXCEDENTE
18;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;10;7;EXCEDENTE
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;10;14;APROVADO
19;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;0;0;ELIMINADO
17;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;6;11;EXCEDENTE
27;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;7;11;APROVADO
18;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;5;7;EXCEDENTE
17;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;2;9;EXCEDENTE
18;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;6;6;EXCEDENTE
17;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;10;11;APROVADO
18;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;9;8;EXCEDENTE
15;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;4;7;EXCEDENTE
20;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;10;8;EXCEDENTE
21;Masculino;CIDADE INTERIOR MA;PÚBLICA ESTADUAL;SC2;7;9;APROVADO
22;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;9;14;APROVADO
18;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;6;11;EXCEDENTE
22;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;1;9;EXCEDENTE
18;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;6;16;APROVADO
21;Masculino;CIDADE INTERIOR PI;PÚBLICA FEDERAL;AC;3;11;EXCEDENTE
20;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;11;7;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;7;10;EXCEDENTE
21;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;11;8;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;7;9;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;6;10;APROVADO
17;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;5;8;EXCEDENTE
22;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;9;9;APROVADO
45;Feminino;CIDADE INTERIOR PI;PRIVADA;AC;12;16;APROVADO
16;Masculino;CIDADE INTERIOR MA;PÚBLICA MUNICIPAL;AC;9;10;APROVADO
25;Masculino;CIDADE INTERIOR MA;PÚBLICA ESTADUAL;AC;0;0;ELIMINADO
15;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;11;12;APROVADO
33;Feminino;CIDADE INTERIOR PI;PÚBLICA FEDERAL;AC;7;12;APROVADO
20;Feminino;NÃO INFORMADA;PÚBLICA ESTADUAL;AC;4;11;EXCEDENTE
19;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;6;4;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;0;0;ELIMINADO
28;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;7;14;APROVADO
18;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;0;0;ELIMINADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;8;9;APROVADO
19;Feminino;CIDADE INTERIOR MA;PÚBLICA ESTADUAL;AC;7;8;EXCEDENTE
20;Feminino;CIDADE INTERIOR PI;PÚBLICA FEDERAL;SC2;8;9;APROVADO
20;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;5;12;APROVADO
19;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;0;0;ELIMINADO
19;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;9;9;APROVADO
20;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;5;10;APROVADO
22;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;10;13;APROVADO
18;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;3;11;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;6;10;APROVADO
18;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;0;0;ELIMINADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;9;16;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;4;9;APROVADO
17;Feminino;CIDADE INTERIOR PI;PÚBLICA FEDERAL;SC3;7;12;APROVADO
21;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;0;0;ELIMINADO
15;Feminino;CIDADE INTERIOR MA;OUTRO;AC;8;9;APROVADO
20;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;16;14;APROVADO
22;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;4;11;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;11;8;APROVADO
17;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;5;12;APROVADO
20;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;7;13;APROVADO
21;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;6;10;APROVADO
19;Feminino;CIDADE INTERIOR PI;PÚBLICA FEDERAL;AC;6;8;EXCEDENTE
17;Feminino;NÃO INFORMADA;PÚBLICA MUNICIPAL;AC;0;0;ELIMINADO
22;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;6;8;APROVADO
16;Feminino;NÃO INFORMADA;PÚBLICA MUNICIPAL;AC;9;10;APROVADO
18;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;5;9;APROVADO
36;Feminino;CIDADE INTERIOR PI;PRIVADA;AC;0;0;ELIMINADO
17;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;0;0;ELIMINADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;2;10;APROVADO
18;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC1;0;0;ELIMINADO
32;Masculino;CIDADE INTERIOR PI;PÚBLICA FEDERAL;SC1;6;9;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;10;11;APROVADO
18;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;4;12;EXCEDENTE
15;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;5;6;EXCEDENTE
15;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC1;4;7;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;9;10;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;7;9;EXCEDENTE
15;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;7;9;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;0;0;ELIMINADO
15;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;8;8;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;10;8;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;0;0;ELIMINADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;10;10;APROVADO
28;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;6;11;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;7;8;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC4;5;11;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;3;8;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;7;15;APROVADO
15;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;6;7;APROVADO
16;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;12;13;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;7;9;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;5;11;EXCEDENTE
17;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC5;6;3;APROVADO
31;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;6;13;APROVADO
19;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;7;7;EXCEDENTE
16;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;14;18;APROVADO
19;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;7;9;APROVADO
17;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;0;0;ELIMINADO
16;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;7;10;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;2;10;APROVADO
14;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;11;6;EXCEDENTE
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;0;0;ELIMINADO
17;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;0;0;ELIMINADO
23;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;4;7;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;5;10;EXCEDENTE
32;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;6;12;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;3;12;EXCEDENTE
19;Feminino;CIDADE INTERIOR PI;PRIVADA;AC;5;6;EXCEDENTE
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;9;6;EXCEDENTE
21;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;0;0;ELIMINADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;6;15;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;10;7;EXCEDENTE
15;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;5;6;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;8;11;APROVADO
19;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;0;0;ELIMINADO
17;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;9;11;APROVADO
19;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;9;12;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;4;10;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;6;9;APROVADO
17;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;2;11;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;8;12;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;8;8;APROVADO
15;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;9;13;APROVADO
15;Feminino;CIDADE INTERIOR PI;PRIVADA;AC;10;18;APROVADO
15;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;15;11;APROVADO
19;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;7;9;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;0;0;ELIMINADO
32;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;9;13;APROVADO
17;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC3;5;9;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;3;13;APROVADO
18;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;8;10;APROVADO
15;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;3;11;APROVADO
21;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;7;11;APROVADO
19;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC4;7;7;APROVADO
16;Feminino;CIDADE INTERIOR PI;PRIVADA;AC;4;11;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;8;9;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;0;0;ELIMINADO
15;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;6;14;APROVADO
19;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;5;10;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC4;0;0;ELIMINADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC4;7;16;APROVADO
13;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;6;13;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;0;0;ELIMINADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;3;10;APROVADO
15;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;11;14;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;4;8;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC1;3;13;APROVADO
15;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;0;0;ELIMINADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;9;7;APROVADO
15;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;9;10;APROVADO
28;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;10;10;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;11;8;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;3;13;APROVADO
17;Masculino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;AC;5;4;APROVADO
15;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;0;0;ELIMINADO
18;Masculino;NÃO INFORMADA;PÚBLICA ESTADUAL;AC;12;11;APROVADO
19;Feminino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;7;9;APROVADO
19;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC3;0;0;ELIMINADO
16;Masculino;CIDADE INTERIOR PI;PRIVADA;AC;8;9;APROVADO
15;Feminino;CIDADE INTERIOR PI;PRIVADA;AC;10;15;APROVADO
16;Feminino;CIDADE INTERIOR PI;PÚBLICA MUNICIPAL;SC2;8;13;APROVADO
16;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;AC;12;13;APROVADO
19;Feminino;NÃO INFORMADA;PÚBLICA MUNICIPAL;SC2;7;11;APROVADO
18;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;0;0;ELIMINADO
19;Masculino;CIDADE INTERIOR PI;PÚBLICA ESTADUAL;SC2;5;12;APROVADO
